"total_sleep_time","cumulative_gpa","term_gpa","race","gender","firstgen","study"
5.84916666666667,3.6666,3.5555,1,1,0,4
6.875,3.761857143,3.714428571,0,1,0,4
6.92266666666667,3.833333333,3.833333333,1,0,0,4
4.65287356333333,3.777666667,3.9445,1,0,0,4
6.36388888833333,3.5555,3.7334,0,0,0,4
7.08505747166667,3.9445,3.9445,1,1,0,4
7.67816092,3.611166667,3.9445,1,0,0,4
5.95722222166667,3.9445,4,1,0,0,4
7.13,3.666714286,3.91675,1,0,0,4
6.39871794833333,3.777833333,3.888833333,1,0,0,4
6.55777777833333,3.888833333,3.9445,1,0,0,4
6.755,3.3334,2.833333333,1,0,0,4
7.48390804666667,3.9445,3.904714286,1,1,0,4
6.202,3.1336,3.4445,1,1,0,4
6.66149425333333,4,3.889,1,0,0,4
6.299444445,3.9445,3.888833333,1,0,0,4
7.10057471333333,3.9445,3.889,1,0,0,4
5.06666666666667,3.904857143,3.476142857,1,1,0,4
6.37277777833333,3.4445,3.777833333,1,1,0,4
6.629444445,3.5,3.666666667,1,1,0,4
6.23508772,3.0666,3.4668,1,1,0,4
5.544444445,3.833333333,3.666666667,1,1,0,4
6.89367816166667,3.888833333,3.722333333,1,0,0,4
6.16551724166667,3.619142857,3.809571429,0,0,0,4
6.55689655166667,3.111166667,3.500166667,1,0,0,4
5.40158730166667,3.389,3.7334,1,1,0,4
4.71041666666667,3.222,3.611,0,1,0,4
6.860714285,3.9445,3.888833333,1,1,0,4
5.88611111166667,3.4002,3.0555,0,1,0,4
6.993137255,3.428428571,3.5334,0,1,0,4
6.88218390833333,3.555666667,3.4445,1,0,0,4
6.25,3.5,3.555666667,1,1,0,4
6.84629629666667,4,3.952428571,1,1,0,4
6.73965517166667,4,3.833333333,0,1,0,4
6.18653846166667,3.722333333,3.166666667,1,0,0,4
6.598850575,3.388833333,3.5,1,0,0,4
6.149358975,3.4445,3.666714286,0,0,0,4
6.89425287333333,3.571428571,3.777833333,1,0,0,4
7.31466666666667,3.555666667,3.611333333,1,0,0,4
6.489444445,3.714428571,3.666666667,1,1,0,4
8.055555555,3.714285714,3.8668,1,0,0,4
6.78611111166667,3.4445,3.722333333,1,1,0,4
6.39469697,3.833333333,3.833333333,1,1,0,4
5.69195402333333,3.5555,2.9445,1,1,0,4
6.32111111166667,3.888833333,3.666666667,1,1,0,4
5.55123456833333,3.778,3.611166667,1,0,0,4
7.04166666666667,3.761857143,3.714428571,1,1,0,4
5.99166666666667,3.555666667,3.666714286,1,1,0,4
5.87716049333333,3.889,3.889,1,1,0,4
5.30238095166667,3.9445,3.8335,1,1,0,4
6.07126436833333,3.333333333,3.778,0,0,0,4
6.4,3.809714286,3.809571429,0,1,0,4
6.28397435833333,3.666714286,3.952428571,0,1,0,4
6.64012345666667,4,4,1,0,0,4
6.26228070166667,3.666571429,3.875,1,0,0,4
6.50873015833333,3.889,3.666666667,1,1,0,4
6.79464285666667,3.761857143,3.833333333,1,1,0,4
7.28888888833333,3.619142857,3.611166667,1,1,0,4
7.705555555,3.571571429,3.619142857,1,1,0,4
7.745555555,3.777833333,3.889,1,1,0,4
5.80804597666667,3.722166667,3.777833333,1,1,0,4
6.5125,3.1665,3.611,1,0,0,4
5.85574712666667,3.611333333,3.5,0,1,0,4
6.91794871833333,3.833333333,4,1,0,0,4
5.68015873,3.714428571,3.762,1,1,0,4
5.279761905,3.666666667,3.777666667,0,1,0,4
7.16722222166667,3.7334,3.611333333,0,0,0,4
7.44540229833333,3.857142857,4,0,1,0,4
6.69761904833333,3.277833333,3.611166667,0,1,0,4
7.42388888833333,3.722166667,3.7334,0,0,0,4
8.02261904833333,3.389,3.555666667,1,0,0,4
7.28666666666667,3.777833333,3.8335,1,0,0,4
7.75,3.777833333,3.722166667,1,1,0,4
7.359770115,3.9445,3.91675,1,1,0,4
6.80632183833333,3.952428571,3.904857143,1,0,0,4
5.508641975,3.291625,3.333285714,0,1,0,4
5.61547619,3.611333333,3.857142857,1,1,0,4
6.73850574666667,3.277833333,3.5555,1,1,0,4
5.79833333333333,3.5,3.444333333,1,0,0,4
5.19345238166667,3.523857143,3.238142857,1,0,0,4
6.80287356333333,3.9445,3.833333333,1,0,0,4
6.635,3.888833333,4,0,0,0,4
5.98245614,3.666666667,3.4445,1,0,0,4
6.75347222166667,3.5334,3.625,0,0,0,4
7.76166666666667,3.889,3.888833333,1,0,0,4
6.22604166666667,3.666666667,3.666666667,NA,1,0,4
5.279444445,3.222166667,3.000166667,1,0,0,4
4.98456790166667,3.4445,3.555666667,1,0,0,4
6.282098765,3.666666667,3.555666667,1,0,0,4
8.090555555,3.888833333,3.666666667,1,1,0,4
7.79466666666667,3.778,3.9445,1,1,0,4
6.91722222166667,3.952428571,3.904857143,0,0,0,4
5.57549019666667,3.571428571,3.500166667,1,0,0,4
5.01349206333333,3.111166667,3.1665,1,1,0,4
7.91333333333333,3.3335,3.2,1,1,0,4
7.12277777833333,3.9445,3.888833333,1,0,0,4
6.51551724166667,3.5,3.857285714,1,1,0,4
5.10535714333333,3.722333333,3.555666667,1,1,0,4
5.66851851833333,3.833375,3.904714286,1,0,0,4
5.964285715,3.777833333,3.889,1,0,0,4
6.11166666666667,3.833333333,3.666833333,1,0,0,4
4.54310344833333,3.5334,3.166666667,0,1,0,4
7.06222222166667,3.8335,3.9445,0,1,0,4
7.545,3.833333333,3.555666667,0,1,0,4
7.57777777833333,3.555666667,3.5555,1,1,0,4
6.37803030333333,3.761857143,3.9445,1,1,0,4
6.251149425,3.857142857,4,1,1,0,4
5.82179487166667,3.611166667,3.222333333,1,0,0,4
6.134,3.777833333,3.8002,1,0,0,4
7.56111111166667,3.9445,3.889,1,0,0,4
7.015555555,3.722333333,3.9445,1,1,0,4
5.537931035,3.9445,3.9445,1,0,0,4
5.42407407333333,3.277666667,2.722166667,1,0,0,4
6.99,3.762,3.952428571,1,1,0,4
4.34285714333333,3.857285714,3.9445,1,0,0,4
7.00459770166667,3.777833333,4,1,0,0,4
7.395,4,4,1,0,0,4
6.64649122833333,4,4,1,0,0,4
5.70634920666667,3.500166667,3.1334,0,0,0,4
6.51794871833333,3.380857143,3.714428571,1,1,0,4
6.98777777833333,3.888833333,3.666666667,1,0,0,4
5.57738095166667,3.4445,3.555666667,1,1,0,4
5.99655172333333,3.8002,3.666666667,1,0,0,4
6.05333333333333,3.8335,3.9445,0,0,0,4
5.85833333333333,3.111166667,3.166833333,1,0,0,4
7.810714285,3.666666667,3.666833333,1,0,0,4
6.12988505666667,3.889,3.611166667,0,0,0,4
5.30208333333333,3.611166667,3.4445,1,1,0,4
6.01266666666667,3.389,3.388833333,1,0,0,4
7.12586206833333,3.8335,3.722166667,1,1,0,4
5.405555555,3.3335,3.222166667,1,1,0,4
6.39080459833333,3.722166667,3.611333333,0,0,0,4
7.96491228,3.868181773,3.65,0,1,NA,2
6.78589743666667,3.727272273,3.6,1,1,NA,2
6.61875,3.33749975,3.538461,1,0,NA,2
5.46111111166667,3.277833333,3.222166667,1,1,NA,4
